title,author
"Words That Work: It's Not What You Say, It's What People Hear",Frank I. Luntz
Living Nonviolent Communication: Practical Tools to Connect and Communicate Skillfully in Every Situation,Marshall Rosenberg  PhD.
Public Speaking: Finding Your Voice (10th Edition),Michael Osborn
'White Girl Bleed A Lot': The Return of Racial Violence to America and How the Media Ignore It,Colin Flaherty
Criminological Theory: Past to Present: Essential Readings,Francis T. Cullen
"Punished: Policing the Lives of Black and Latino Boys (New Perspectives in Crime, Deviance, and Law)",Victor M. Rios
High-Risk Patrol: Reducing the Danger to You,Gerald W. Garner
Vold's Theoretical Criminology,Thomas J. Bernard
Criminal Justice in America (Newest Edition),George F. Cole
"Lost Person Behavior: A search and rescue guide on where to look - for land, air and water",Robert J. Koester
Who's Swearing Now? The Social Aspects of Conversational Swearing,Kristy Beers Fagersten
When It Was Just a Game: Remembering the First Super Bowl,Harvey Frommer
Future Shock,Alvin Toffler
"Watching the English, Second Edition: The Hidden Rules of English Behavior Revised and Updated",Kate Fox
"Tastes of Paradise: A Social History of Spices, Stimulants, and Intoxicants",Wolfgang Schivelbusch
The Baganda: An Account of Their Native Customs and Beliefs (Classic Reprint),John Roscoe
The Rhetorical Tradition: Readings from Classical Times to the Present,Patricia Bizzell
Violence and the Sacred,RenÃ© Girard
"Exploring Culture: Exercises, Stories and Synthetic Cultures",Gert Jan Hofstede
The Healing Wisdom of Africa,Malidoma Patrice Some
"Au Contraire: Figuring Out the French, 2nd edition",Gilles Asselin
"Passport Germany: Your Pocket Guide to German Business, Customs & Etiquette (Passport to the World)",World Trade Press
Not Without My Daughter,Betty Mahmoody
Unmistakable Impact: A Partnership Approach for Dramatically Improving Instruction,Jim Knight
The Dobe Ju/'Hoansi (Case Studies in Cultural Anthropology),Richard B. Lee
An Essay on the Principle of Population (Oxford World's Classics),Thomas Malthus
The Death of the West: How Dying Populations and Immigrant Invasions Imperil Our Country and Civilization,Patrick J. Buchanan
"Demography: The Study of Human Population, Fourth Edition",Jennifer Hickes Lundquist
Demographic Methods and Concepts,Donald T. Rowland
"Shared Beginnings, Divergent Lives: Delinquent Boys to Age 70",John H. Laub
Millennials with Kids: Marketing to This Powerful and Surprisingly Different Generation of Parents,Jeff Fromm
Black Stats: African Americans by the Numbers in the Twenty-first Century,Monique W. Morris
"The Anxieties of Mobility: Migration and Tourism in the Indonesian Borderlands (Southeast Asia: Politics, Meaning, and Memory)",Johan A. Lindquist
The Geometry of Genocide: A Study in Pure Sociology (Studies in Pure Sociology),Bradley Campbell
What to Expect When No One's Expecting: America's Coming Demographic Disaster,Jonathan V. Last
The Disuniting of America: Reflections on a Multicultural Society (Revised and Enlarged Edition),Arthur Meier Schlesinger
Social Stratification in the United States: The American Profile Poster,Stephen J. Rose
"Realities of Foreign Service Life, Volume 2",Patricia Linderman
Changing Texas: Implications of Addressing or Ignoring the Texas Challenge,Steve H. Murdock
Fatal Misconception: The Struggle to Control World Population,Matthew Connelly
Return of the Jew: Identity Narratives of the Third Post-Holocaust Generation of Jews in Poland (Jews of Poland),Katka Reszke
One Story of Academia: Race Lines and the Rhetoric of Distinction through the AcadÃ©mie franÃ§aise (Currents in Comparative Romance Languages and Literatures),Moussa TraorÃ©
The Growing Gap in Life Expectancy by Income:: Implications for Federal Programs and Policy Responses,"Committee on the Long-Run Macroeconomic Effects of the Aging U.S.
Population"
Data Mining for the Social Sciences: An Introduction,Paul Attewell
Secular Cycles,Peter Turchin
The Pantry Primer: A Prepper's Guide to Whole Food on a Half-Price Budget,Daisy Luther
The Knowledge: How to Rebuild Civilization in the Aftermath of a Cataclysm,Lewis Dartnell
A Paradise Built in Hell: The Extraordinary Communities That Arise in Disaster,Rebecca Solnit
National Incident Management System: Principles And Practice,Dr. Donald W. Walsh
"The Death Of Money: The Prepper's Guide To Surviving Economic Collapse, The Loss Of Paper Assets And How To Prepare When Money Is Worthless",Jim Jackson
Humanitarian Ethics: A Guide to the Morality of Aid  in War and Disaster,Hugo Slim
Digital Humanitarians: How Big Data Is Changing the Face of Humanitarian Response,Patrick Meier
Take Command: Lessons in Leadership: How to Be a First Responder in Business,Jake Wood
"The Prepper's Complete Book of Disaster Readiness: Life-Saving Skills, Supplies, Tactics and Plans",Jim Cobb
Disaster Mental Health: Theory and Practice (Crisis Intervention),James Halpern
Wiley Pathways Introduction to Homeland Security: Understanding Terrorism With an Emergency Management Perspective,David A. McEntire
Managing Crises: Responses To Large-Scale Emergencies,Arnold M Howitt
Fire and Brimstone: The North Butte Mining Disaster of 1917,Michael Punke
Undocumented: A Dominican BoyEEs Odyssey from a Homeless Shelter to the Ivy League,Dan-el Padilla Peralta
"Outcasts United: An American Town, a Refugee Team, and One Woman's Quest to Make a Difference",Warren St. John
The Beast: Riding The Rails And Dodging Narcos On The Migrant Trail,Oscar Martinez
Made in America: Immigrant Students in Our Public Schools,Laurie Olsen
"From Immigrants, to U.S. Citizenship, to the American Dream",Robert Liebenau
The Colonizer and the Colonized,Albert Memmi
Points of Entry: How Canada's Immigration Officers Decide Who Gets In,Vic Satzewich
Border Security,James R. Phelps
Race Migrations: Latinos and the Cultural Transformation of Race,Wendy Roth
Colonialism/Postcolonialism (The New Critical Idiom),Ania Loomba
The Guest Worker Question in Postwar Germany,Rita Chin
While Europe Slept: How Radical Islam is Destroying the West from Within,Bruce Bawer
The Three Little Wolves and the Big Bad Pig,Eugene Trivizas
The Little Red Hen (Paul Galdone Classics),Paul Galdone
The Complete Tales of Uncle Remus,Joel Chandler Harris
World Mythology: An Anthology of Great Myths and Epics,Donna Rosenberg
"The Penguin Dictionary of Symbols (Dictionary, Penguin)",Jean Chevalier
The Legend of Old Befana,Tomie dePaola
The Gingerbread Man (Easy-to-Read Folktales),Karen Schmidt
Teutonic Myth and Legend,Donald Mackenzie
Our Troth: History and Lore,Kveldulf Gundarsson
"Trickster Makes This World: Mischief, Myth and Art",Lewis Hyde
The Talking Eggs,Robert D. San Souci
The Land of the Green Man: A Journey Through the Supernatural Landscapes of the British Isles,Carolyne Larrington
Lies Women Believe: And the Truth that Sets Them Free,Nancy Leigh DeMoss
The Awakening (Dover Thrift Editions),Kate Chopin
"Light in the Dark/Luz en lo Oscuro: Rewriting Identity, Spirituality, Reality (Latin America Otherwise)",Gloria Anzaldua
Spinster: Making a Life of One's Own,Kate Bolick
The Beauty Myth: How Images of Beauty Are Used Against Women,Naomi Wolf
The Woman Code: 20 Powerful Keys to Unlock Your Life,Sophia A. Nelson
Broadening the Dementia Debate: Towards Social Citizenship (Ageing and the Lifecourse Series),Ruth Bartlett
The Age of Dignity: Preparing for the Elder Boom in a Changing America,Ai-jen Poo
Aging Matters: An Introduction to Social Gerontology,Nancy Hooyman
Free Stuff and Good Deals for Folks Over 50 (Free Stuff & Good Deals series),Linda Bowman
The Lioness in Winter: Writing an Old Woman's Life,Ann Burack-Weiss
Aging: The Fulfillment of Life,Henri J.M. Nouwen
The Social Networks of Older People: A Cross-National Analysis,Howard Litwin
"Aging, Society, and the Life Course, Fourth Edition",Leslie A. Morgan PhD
"The Aging Networks, 8th Edition: A Guide to Programs and Services",Kelly Niles-Yokum PhD  MPA
Telling the Stories of Life through Guided Autobiography Groups,James E. Birren
The Merck Manual of Health & Aging: The comprehensive guide to the changes and challenges of aging-for older adults and those who care for and about them,Inc. Merck & Co.
Understanding Communication and Aging: Developing Knowledge and Awareness,Jake Harwood
Adult Development and Aging: Biopsychosocial Perspectives,Susan Krauss Whitbourne
Old Age in the Roman World: A Cultural and Social History (Ancient Society and History),Tim G. Parkin
Las brujas no se quejan: Un manual de sabidurÃ­a concentrada,Jean Shinoda Bolen
The Old Magic of Christmas: Yuletide Traditions for the Darkest Days of the Year,Linda Raedisch
Halloween! (Holiday Series),Silver RavenWolf
"Bright Baby Touch & Feel Slipcase: On the Farm, Baby Animals, At the Zoo and Perfect Pets (Bright Baby Touch and Feel)",Roger Priddy
Sarah Gives Thanks: How Thanksgiving Became a National Holiday,Mike Allegra
Dancing in the Streets: A History of Collective Joy,Barbara Ehrenreich
Healing Your Holiday Grief: 100 Practical Ideas for Blending Mourning and Celebration During the Holiday Season (Healing Your Grieving Heart series),Alan D. Wolfelt PhD
America's Favorite Holidays: Candid Histories,Bruce David Forbes
Consumer Rites: The Buying and Selling of American Holidays,Leigh Eric Schmidt
Celebrate!: An Anti-Bias Guide to Enjoying Holidays in Early Childhood Programs,Julie Bisson
Day of the Dead/Dia de los Muertos Sticker Book (Dover Stickers),Kwei-lin Lum
Halloween Nation: Behind the Scenes of America's Fright Night,Lesley Bannatyne
Halloween Other Festivals: Death And Life,Jack Santino
In Tune With The World,Josef Pieper
The Halloween Encyclopedia,Lisa Morton
Meet Me in Munich: A Beer Lover's Guide to Oktoberfest,Moses Wolff
NPR Holiday Favorites,NPR
A Prairie Home Christmas: With Garrison Keillor & Hundreds of Friends & Acquaintances (Lake Wobegon),Garrison Keillor
An Old-Fashioned Christmas,Ideals Publications Inc
"The Importance of Being Lazy: In Praise of Play, Leisure, and Vacation",Al Gini
Cuban Fiestas,Roberto GonzÃ¡lez EchevarrÃ­a
Veterans Day (Bullfrog Books: Holidays),Rebecca Pettiford
Thanksgiving: A Time to Remember,Barbara Rainey
The Onion Presents: Christmas Exposed (Onion Ad Nauseam),The Onion Staff
"A Celebration of Christmas: A Collection of Stories, Poems, Essays, and Traditions by Favorite Lds Authors.",Deseret Book Company
A Christmas Treasury,Greg Hildebrandt
Day of the Dead: When Two Worlds Meet in Oaxaca,Shawn D. Haley
"AP Human Geography: A Study Guide, 3rd edition",Ethel Wood
Teaching Critical Thinking: Practical Wisdom,bell hooks
"Age of Ambition: Chasing Fortune, Truth, and Faith in the New China",Evan Osnos
Siembra tu espacio: Arquitectura del paisaje socialmente construido (Spanish Edition),Pedro Camarena Luhrs
Krav Maga Weapon Defenses: The Contact Combat System of the Israel Defense Forces,David Kahn
Pearson Education Test Prep Series: AP Human Geography (accompanies: The Cultural Landscape An Introduction to Human Geography AP Edition 11th Edition),James M. Rubenstein
The Last Hours of Ancient Sunlight: Revised and Updated: The Fate of the World and What We Can Do Before It's Too Late,Thom Hartmann
"Black Faces, White Spaces: Reimagining the Relationship of African Americans to the Great Outdoors",Carolyn Finney
Demonic Grounds: Black Women And The Cartographies Of Struggle,Katherine McKittrick
Information Experience: Approaches to Theory and Practice (Library and Information Science),Christine Bruce
The Troubled Partnership: A Re-Appraisal of the Atlantic Alliance,Henry A. Kissinger
The Organization of Information,Arlene G. Taylor
The Power of Reading: Insights from the Research,Stephen D. Krashen
Dewey Decimal Classification and Relative Index,Melvil Dewey
"Linked Data for Libraries, Archives and Museums: How to Clean, Link and Publish your Metadata",Seth van Hooland
"Maxwell's Handbook for Rda: Explaining and Illustrating Rda, Resource Description and Access Using Marc21",Robert L. Maxwell
ITIL Service Strategy,David Cannon
Not Just Where to Click: Teaching Students How to Think about Information (PIL #68) (Publications in Librarianship),Troy A. Swanson
"Library Security: Better Communication, Safer Facilities",Steve Albrecht
Visual Insights: A Practical Guide to Making Sense of Data,Katy BÃ¶rner
Using Google Earth in Libraries: A Practical Guide for Librarians (Practical Guides for Librarians),Eva H. Dodsworth
The Student's Survival Guide to Research,Monty L. McAdoo
"Guided Inquiry: Learning in the 21st Century, 2nd Edition",Carol C. Kuhlthau
"The Complete Guide to Using Google in Libraries: Research, User Applications, and Networking (Volume 2)",Carol Smallwood
Guided Inquiry Design: A Framework for Inquiry in Your School (Libraries Unlimited Guided Inquiry),Carol C. Kuhlthau
Fundamentals of Collection Development and Management,Peggy Johnson
"Librarian's Guide to Online Searching: Cultivating Database Skills for Research and Instruction, 4th Edition",Suzanne S. Bell
Remembering the Kanji 1: A Complete Course on How Not to Forget the Meaning and Writing of Japanese Characters,James W. Heisig
Ready to Race! (Blaze and the Monster Machines) (Step into Reading),Random House
Principles of Language Learning and Teaching (6th Edition),H. Douglas Brown
Organization Development: The Human and Social Dynamics of Organizational Change,Janet Cooper Jackson
"Body Language - from Head to Toe: Expressions, idioms, slang, and quotes related to body part",Per-Olof Hasselgren
"Oxford Picture Dictionary Lesson Plans for Multilevel Listening & Pronunciation Exercises, 2nd Edition (Book & 3 Cds)",Jenni Currie Santamaria
Fluent in 3 Months: How Anyone at Any Age Can Learn to Speak Any Language from Anywhere in the World,Benny Lewis
The Study of Language,George Yule
Language Assessment: Principles and Classroom Practices (2nd Edition),H. Douglas Brown
The Language Construction Kit,Mark Rosenfelder
Greek and Latin Roots,Timothy Rasinski
Approaches and Methods in Language Teaching (Cambridge Language Teaching Library),Jack C. Richards
Second Language Learning Theories,Rosamond Mitchell
Grammar Troublespots: A Guide for Student Writers,Ann Raimes
English Words from Latin and Greek Elements,Donald M. Ayers
You May Ask Yourself: An Introduction to Thinking Like a Sociologist (Third Edition),Dalton Conley
Scale Development: Theory and Applications (Applied Social Research Methods),Robert F. DeVellis
Political Science Research Methods,Janet Buttolph Johnson
The Fundamentals of Political Science Research,Paul Kellstedt
Designing Social Inquiry: Scientific Inference in Qualitative Research,Gary King
Survey Methodology,Robert M. Groves
"Research Methods in Social Work, 6th Edition",David Royse
The Field of Cultural Production,Pierre Bourdieu
