title,author,groups,maxgroup
Judaism (Religions of the World),Laurel Corona,5,5
My Guide to Understanding Islam (Vol. 2),Yusuf Karagol,4,4
Muslims In Russia (The Growth and Influence of Islam in the Nations of Asia and Central Asia),Uli Schamiloglu,1,1
Ramadan Is Coming: elelelelelele,Maria Berkhadley,0,0
Islam (World Religions),Khadijan Knight,2,2
The Kurds (Growth and Influence of Islam in the Nations of Asia and Central Asia),LeeAnne Gelletly,2,2
Afghanistan (The Growth and Influence of Islam: in the Nations of Asia and Central Asia),Kim Whitehead,1,1
Malaysia (The Growth and Influence of Islam in the Nations of Asia and Central Asia),Barbara Aoki Poisson,2,2
The Birth of Islam (World Religions and Beliefs),Don Nardo,1,1
Hidden Like Anne Frank: 14 True Stories of Survival,Marcel Prins,6,6
The Family Treasury of Jewish Holidays,Malka Drucker,7,7
The Power of Kabbalah for Teens (Technology for the Soul),Yehuda Berg,2,2
"The Artscroll Youth Megillah: Fully Illustrated with the Complete Text, Simplified Translation and Comments (The Artscroll Youth Series)",Nosson Scherman,1,1
"The Many Faces of Judaism: Orthodox, Conservative, Reconstructionist & Reform",Moshe Ben Aharon,1,1
Mitzvah (The Basic Jewish Ideas Series),Jacob Neusner,6,6
The Holocaust (How Did It Happen?),Sean Sheehan,1,1
The King's Special Loaves,Yaakov Meir Strauss,0,0
Jewish Stories (Storyteller),Anita Ganeri,2,2
Hebrew Scriptures: Called by the Father,Glavich,4,4
The Story of Hanukkah (Picture Puffins),Amy Ehrlich,6,6
"A Promise Fulfilled: Theodor Herzl, Chaim Weitzmann, David Ben-Gurion, and the Creation of the State of Israel",Howard Greenfeld,3,3
"Israel: Covenant People, Covenant Land",Seymour Rossel,6,6
Philosophy Rocks!,Stephen Law,6,6
IB Teoria del Conocimiento Libro del Alumno: Programa del Diploma del IB Oxford (IB Diploma Program),Eileen Dombrowski,5,5
John Locke: Champion of Modern Democracy (Philosophers of the Enlightenment),Graham Faiella,6,6
Constructing a Life Philosophy (Paperback Edition) (Opposing Viewpoints),Mark Ray Schmidt,1,1
Catalogue of the Universe,Margaret Mahy,6,6
Philosophy,Kasmarek,4,4
Religion vs. God: The Plight of Unenlightened Africans in the Americas,William Delaney,6,6
Karl Marx (Profiles in Economics),Wolfgang Rossig,1,1
History Makers - Ancient Philosophers,Don Nardo,4,4
Psy Eft O/Cocain & Crack (Psy) (Z) (Encyclopedia of Psychological Disorders),Ann Holmes,5,5
AQA GCSE Religious Studies B - Religious Philosophy and Ultimate Questions,Anne Jordan,4,4
Who Said What?: Philosophy Quotes for Teens,Dale Carlson,0,0
Creationism Vs. Evolution (Hardcover Edition) (At Issue),Bruno Leone,6,6
Rene Descartes (Profiles in Mathematics),Steven Gimbel,"1,7",1
Coal (Opposing Viewpoints),Michael Logan,5,5
Social Ethics (Access to Religion & Philosophy),Michael Wilcockson,4,4
Philosophy of Religion (Access to Religion and Philosophy),Peter Cole,4,4
Glass Sword (Red Queen),Victoria Aveyard,6,6
"Waterfire Saga, Book Two: Rogue Wave (A Waterfire Saga Novel)",Jennifer Donnelly,1,1
The Siren,Kiera Cass,6,6
"Twilight (The Twilight Saga, Book 1)",Stephenie Meyer,"2,5",2
City of Fallen Angels (The Mortal Instruments),Cassandra Clare,2,2
Every Last Word,Tamara Ireland Stone,0,0
Extraordinary Means,Robyn Schneider,6,6
Isla and the Happily Ever After,Stephanie Perkins,6,6
Emmy & Oliver,Robin Benway,4,4
"Passion (Fallen, Book 3)",Lauren Kate,2,2
"Torment (Fallen, Book 2)",Lauren Kate,"0,2",0
Nameless,Jennifer Jenkins,6,6
99 Days,Katie Cotugno,5,5
Forever . . . (Richard Jackson Book),Judy Blume,6,6
A Little Something Different,Sandy Hall,6,6
The Truth About Forever,Sarah Dessen,5,5
The Ruby Red Trilogy Boxed Set,Kerstin Gier,4,4
Frozen Tides: A Falling Kingdoms Novel,Morgan Rhodes,4,4
The Seven Realms Box Set (A Seven Realms Novel),Cinda Williams Chima,6,6
Ice Kissed (The Kanin Chronicles),Amanda Hocking,"4,0",4
Between the Lines,Jodi Picoult,2,2
Frostfire (The Kanin Chronicles),Amanda Hocking,4,4
"The Iron Fey Boxed Set: The Iron King, The Iron Daughter, The Iron Queen, The Iron Knight",Julie Kagawa,6,6
The Winner's Kiss (The Winner's Trilogy),Marie Rutkoski,0,0
"Midnight Thief, Book 2: Daughter of Dusk",Livia Blackburne,6,6
Truthwitch,Susan Dennard,6,6
Ash & Bramble,Sarah Prineas,6,6
"The Enchanter Heir (The Heir Chronicles, Book 4)",Cinda Williams Chima,6,6
The Strange and Beautiful Sorrows of Ava Lavender,Leslye Walton,2,2
Falling Kingdoms: A Falling Kingdoms Novel,Morgan Rhodes,4,4
In the Shadow of Blackbirds,Cat Winters,6,6
"So Cute It Hurts!!, Vol. 1",Go Ikeyamada,7,7
Seventeenth Summer,Maureen Daly,0,0
Crossing Stones,Helen Frost,5,5
City of Glass (The Mortal Instruments),Cassandra Clare,2,2
The Beautiful Creatures Complete Paperback Collection,Kami Garcia,0,0
The Ruby Circle: A Bloodlines Novel,Richelle Mead,1,1
Blood and Salt,Kim Liggett,0,0
"Finale (The Hush, Hush Saga)",Becca Fitzpatrick,0,0
Through the Zombie Glass (White Rabbit Chronicles),Gena Showalter,4,4
Beautiful Redemption (Beautiful Creatures),Kami Garcia,5,5
"Hush, Hush (The Hush, Hush Saga)",Becca Fitzpatrick,0,0
The Fiery Heart: A Bloodlines Novel,Richelle Mead,0,0
Beautiful Darkness (Beautiful Creatures),Kami Garcia,2,2
Shiver,Maggie Stiefvater,6,6
"Shadow Kiss (Vampire Academy, Book 3)",Richelle Mead,6,6
The Coldest Girl in Coldtown,Holly Black,6,6
Oblivion: A Nevermore Book,Kelly Creagh,6,6
"Spirit Bound (Vampire Academy, Book 5)",Richelle Mead,6,6
Forever (Shiver),Maggie Stiefvater,6,6
Linger (Shiver),Maggie Stiefvater,6,6
The Mind Readers (The Mind Readers Series),Lori Brighton,6,6
Thirst No. 5: The Sacred Veil,Christopher Pike,5,5
Matched Trilogy box set,Ally Condie,2,2
The Darkest Minds (A Darkest Minds Novel),Alexandra Bracken,0,0
The Program,Suzanne Young,5,5
The Giver Quartet Omnibus,Lois Lowry,4,4
Never Fade (A Darkest Minds Novel),Alexandra Bracken,0,0
Cured: A Stung Novel,Bethany Wiggins,5,5
Stung,Bethany Wiggins,5,5
The Jewel,Amy Ewing,6,6
Tiger's Voyage (Book 3 in the Tiger's Curse Series),Colleen Houck,0,0
Undertow,Michael Buckley,5,5
"Breaking Dawn (The Twilight Saga, Book 4)",Stephenie Meyer,5,5
Tiger's Curse (Book 1 in the Tiger's Curse Series),Colleen Houck,0,0
Fairest: The Lunar Chronicles: Levana's Story,Marissa Meyer,5,5
The Maze Runner Series,James Dashner,6,6
The Shadowhunter's Codex (The Mortal Instruments),Cassandra Clare,2,2
The Dead Girls of Hysteria Hall,Katie Alender,1,1
The Dead (new cover) (An Enemy Novel),Charlie Higson,0,0
Attack of the Fiend (The Last Apprentice),Joseph Delaney,2,2
The Rot & Ruin Collection: Rot & Ruin; Dust & Decay; Flesh & Bone; Fire & Ash,Jonathan Maberry,1,1
Fire & Ash (Rot & Ruin),Jonathan Maberry,2,2
The Haunting of Sunshine Girl: Book One,Paige McKenzie,6,6
Cirque du Freak: A Living Nightmare,Darren Shan,5,5
The Last Apprentice: Rage of the Fallen (Book 8),Joseph Delaney,2,2
New Moon (Twilight),Stephenie Meyer,5,5
The Last Apprentice: Clash of the Demons (Book 6),Joseph Delaney,2,2
Rot & Ruin,Jonathan Maberry,2,2
Life as We Knew It,Susan Beth Pfeffer,2,2
UnWholly (Unwind Dystology),Neal Shusterman,6,6
For Young Women Only: What You Need to Know About How Guys Think,Shaunti Feldhahn,5,5
"Your Beautiful Heart: 31 Reflections on Love, Faith, Friendship, and Becoming a Girl Who Shines",Lauren Scruggs,0,0
"Crap: How to deal with annoying teachers, bosses, backstabbers, and other stuff that stinks",Erin Elisabeth Conley,0,0
Drama is Optional: A Guide For Teens,Judee Ausnow,6,6
20 Tough Questions Teenagers Ask and 20 Tough Answers,Lois Leiderman Davitz,7,7
"Bullying Under Attack: True Stories Written by Teen Victims, Bullies & Bystanders (Teen Ink)",Stephanie Meyer,7,7
The Growing Up Book for Boys: What Boys on the Autism Spectrum Need to Know!,Davida Hartman,6,6
Required Reading for All Teenagers (Updated Edition),Douglas Pagels,1,1
What If I'm an Atheist?: A Teen's Guide to Exploring a Life Without Religion,David Seidman,6,6
Bullied Kids Speak Out: We Survived--How You Can Too,Jodee Blanco,6,6
Girls Against Girls: Why We Are Mean to Each Other and How We Can Change,Bonnie Burton,0,0
Bullied: From Victim to Victorious,Madeleine Gasperi,6,6
The Death Penalty (Opposing Viewpoints),David Haugen,7,7
"Hey, Back Off!: Tips for Stopping Teen Harassment",Jennie Withers,0,0
Yellow Roses Student Book: Real Girls. Real Life. Real Hope.,Sally Sharpe,0,0
Bullying (Essential Issues Set 4),Laura Perdew,0,0
How to Handle Bullying and Gangs (Under Pressure),Honor Head,"1,7",1
"Bullies, Cyberbullies and Frenemies (Teen Life Confidential)",Michelle Elliott,2,2
"Teen Reflections: My Life, My Journey, My Story",Danette Simmons,0,0
Cyberbullying and the Law (Digital & Information Literacy),Therese Harasymiw,5,5
Identity Theft (At Issue),Stefan Kiesbye,6,6
The Bullying Problem: How to Deal with Difficult Children (Human Horizons),Alan Train,7,7
Bullying (Introducing Issues With Opposing Viewpoints),Beth Rosenthal,3,3
Gangs (Straight Talk About...(Crabtree)),James Bow,4,4
Family Violence (Global Viewpoints),Diane Andrews Henningfeld,2,2
Somebody Hear Me Crying: Youth in Protective Services (Youth With Special Needs),Joyce Libal,4,4
"FaceValue: Bullies, the Bullied, and their Stories",Zach D Lucas,2,2
Physical Bullying (Take a Stand Against Bullying (Crabtree)),Jennifer Rivkin,7,7
This Book Is Gay,James Dawson,0,0
Sex & the New You: For Girls Ages 12-14 - Learning About Sex,Rich Bilmer,1,1
True Love Project: How the Gospel Defines Your Purity,Clayton King,2,2
40 Days of Purity for Guys (True Love Project),Clayton King,7,7
Sex & the New You: For Young Women Ages 13-15 (Learning about Sex),Richard Bimler,4,4
"Love, Sex & God: For Young Women Ages 14 and Up - Learning About Sex",Bill Ameiss,1,1
"Chicken Soup for the Soul: Teens Talk Relationships: Stories about Family, Friends, and Love",Jack Canfield,2,2
"A Girl's Guide to Life: The Truth on Growing Up, Being Real, and Making Your Teen Years Fabulous!",Katie Meier,7,7
"Uncensored--Dating, Relationship, and Sex: You Think You Know, But You Have No Idea",Jeanne Mayo,1,1
The Dirt on Breaking Up,Hayley DiMarco,0,0
Technical Virgin: How Far is Too Far?,Hayley DiMarco,"1,2",1
The Date Book: A Teen Girl's Guide to Going Out with Someone New,Erika Stalder,0,0
When Young Men Are Tempted: Sexual Purity for Guys in the Real World (invert),William Perkins,4,4
The Lo-Down,Lo Bosworth,4,4
"Dating Declassified: The Uncensored Truth About Friendship, Dating and Sex",Jeanne Mayo,1,1
Dating Mr. Darcy,Sarah Arthur,0,0
Help for The Hard Times: Getting Through Loss,Earl Hipp,5,5
Sometimes Life Sucks: When Someone You Love Dies,Molly Carlile,5,5
Una estrella que no se apaga: (This Star Won't Go Out--Spanish-language Edition) (Spanish Edition),Esther Earl,"0,1",0
Dealing with Loss (Straight Talk About...(Crabtree)),James Bow,2,2
Assisted Suicide (Current Controversies),Sylvia Engdahl,5,5
Death Penalty (Hot Topics),Syd Golston,7,7
Kurt Cobain: Alternative Rock Innovator (Lives Cut Short),Chros McDougall,"0,4",0
Assisted Suicide (Essential Viewpoints),Lillian Forman,3,3
Everything You Need to Know When Someone You Know Has Been Killed (Need to Know Library),Jay Schleifer,0,0
Suicide (Global Viewpoints),Margaret Haerens,5,5
Death and Dying (Introducing Issues With Opposing Viewpoints),Jacqueline Langwith,7,7
Coping with Stress,Gwen Packard,5,5
Capital Punishment (Point/Counterpoint),Alan Marzilli,5,5
"Young Man's Journey with AIDS, (Issues--Teen)",Luellen Reese,5,5
Diana: The People's Princess (Lives Cut Short),Lisa Owings,4,4
Suicide (Essential Issues),Hal Marcovitz,6,6
Euthanasia (Introducing Issues with Opposing Viewpoints),Paul Cokeram,5,5
The Boy Who Carried Bricks -- A True Story of Survival,Alton Carter,6,6
Divorce Helpbook for Teens (Rebuilding Books),Cynthia MacGregor,6,6
Designer Babies (At Issue),Clayton Farris Naff,5,5
"The Bear Essentials: Everything Today's Hard-Pressed Parent Needs to Know About Bringing Up Happy, Healthy Kids",Jan Berenstain,2,2
The Bright Side: Surviving Your Parents' Divorce,Max Sindell,5,5
Adopted Teens Only: A Survival Guide to Adolescence,Danea Gorbett,6,6
Parenting: Rewards and Responsibilities,Glencoe,0,0
A Home for Foundlings (Lord Museum Book),Marthe Jocelyn,2,2
Divorce and Children (At Issue),Roman Espejo,2,2
120 Ways to Annoy Your Mother (And Influence People),Ana Benaroya,4,4
Family Life: Level 8 (Benziger Family Life Program),David Thomas,6,6
Wondrous Oblivion,Paul Morrison,6,6
Six String Rocketeer: Holding Life Together When Your Parents Split Apart,Jesse Butterworth,1,1
My Father's Summers: A Daughter's Memoir,Kathi Appelt,6,6
Keeping Your Life Together When Your Parents Pull Apart: A Teen's Guide to Surviving Divorce,Angela Elwell Hunt,7,7
Homelessness (Issues That Concern You),Arthur Gillard,6,6
Welfare (Opposing Viewpoints),Margaret Haerens,5,5
Poverty in John Steinbeck's the Pearl (Social Issues in Literature),Louise Hawker,3,3
Poverty (Hot Topics),Tina Kafka,5,5
Healing Our World: Inside Doctors Without Borders,David Morley,0,0
Race in Mark Twain's Adventures of Huckleberry Finn (Social Issues in Literature),Claudia Durst Johnson,0,0
Poverty (Global Viewpoints),Noel Merino,7,7
Poverty (World Issues Series),Kaye Stearman,5,5
Poverty and Hunger (Mapping Global Issues),Cath Senker,1,1
Ending Hunger and Homelessness Through Service Learning (Service Learning for Teens),Kathy Furgang,2,2
Poverty (Opposing Viewpoints),Katie De Koster,2,2
No Matter What,Bridgett Stewart,6,6
Coping With Homelessness,Eugene Hurwitz,2,2
Homelessness (Overview),Sara Dixon Criswell,6,6
The Minimum Wage (Issues on Trial),Uma Kukathas,5,5
Privacy (Opposing Viewpoints),Jamuna Carroll,5,5
On the Boardwalk: and other short stories about homelessness,Ruth Harrigan,6,6
Living in a Gray World: A Christian Teen's Guide to Understanding Homosexuality,Preston Sprinkle,"5,0",5
Gay Rights Movement (Essential Library of Social Change),Stephanie Watson,0,0
"Letters Lived: Radical Reflections, Revolutionary Paths",Sheila Sampath,2,2
Bad Boy,Diana Wieler,6,6
Marriage Rights and Gay Rights: Interpreting the Constitution (Understanding the United States Constitution),Barbara Gottfried Hollander,7,7
"A New Generation of Homosexuality: Modern Trends in Gay & Lesbian Communities (The Gallup's Guide to Modern Gay, Lesbian, & Transgender Lifestyle)",Bill Palmer,4,4
James Baldwin: Groundbreaking Author and Civil Rights Activist (Remarkable Lgbtq Lives),Susan Henneberg,3,3
Este libro es gay (Spanish Edition),James Dawson,4,4
Teens & LGBT Issues (Gallup Youth Survey : Major Issues and Trends),Hal Marcovitz,5,5
"Statistical Timeline and Overview of Gay Life (Gallup's Guide to Modern Gay, Lesbian and Transgender Lifestyle)",Zachary Chastain,4,4
Out with It: Gay and Straight Teens Write about Homosexuality,Youth Communication,7,7
Gay and Lesbian Families (At Issue),Roman Espejo,2,2
Gay and Lesbian Parents (Changing Face of Modern Families),Julianna Fields,7,7
Immigration (Social Issues Firsthand),Karen Miller,0,0
Gay Rights (Hot Topics),Tina Kafka,7,7
My Brother (Turtleback School & Library Binding Edition),Jamaica Kincaid,0,0
And You Invited Me In: A Novel,Cheryl Moss Tyler,6,6
Should Same-Sex Marriage Be Legal? (In Controversy),Bonnie Szumski,4,4
How To Deal With Manipulative People,Sarah Goldberg,5,5
Teen Torment: Overcoming Verbal Abuse at Home and at School,Patricia Evans,0,0
Battered Women: Living With the Enemy (Women Then--Women Now),Anna Kosof,5,5
Coping With Date Rape and Acquaintance Rape,Andrea Parrot,5,5
Child Sexual Abuse inthe Catholic Church (At Issue),Louise Gerdes,6,6
Rape on Campus (At Issue Series),Katie De Koster,0,0
"Surviving Teen Pregnancy: Your Choices, Dreams & Decisions (Teen Pregnancy and Parenting series)",Shirley Arthur,"2,7",2
This Boy's Life (Turtleback School & Library Binding Edition),Tobias Wolff,"0,4",0
Frequently Asked Questions About Date Rape (Faq: Teen Life),Tamra Orr,4,4
Abuse And Violence Information For Teens: Health Tips About The Causes And Consequences Of Abusive And Violent Behavior Including Facts About Types Of ... Warning Signs Of Abuse (Teen Health Series),Sandra Augustyn Lawton,3,3
Child Abuse (Hot Topics),Bonnie Juettner,0,0
Are You Being Abused? (Got Issues?),Sherri Mabry Gordon,6,6
Child Abuse (Current Controversies),Lucinda Almond,5,5
Civil Liberties (Contemporary Issues Companion),Rebecca Parks,5,5
Frequently Asked Questions About Exercise Addiction (Faq: Teen Life),Edward Willett,7,7
The Dirt on Sex,Justin Lookadoo,3,3
Nurturing Your Newborn: Young Parents' Guide to Baby's First Month (Teen Pregnancy and Parenting series),Jeanne Warren Lindsay,7,7
Teen Mothers: Raising a Baby (Perspectives on Healthy Sexuality),Julie Endersbe,4,4
Should I Keep My Baby?,Martha Zimmerman,6,6
Contraception & Pregnancy (Young Adult's Guide to the Science of Health),Donna Lange,7,7
Birth Control (Opposing Viewpoints),Margaret Haerens,5,5
Listen Up!: Teenage Mothers Speak Out (The Teen Pregnancy Prevention Library),Margi Trapani,3,3
Abortion (Introducing Issues With Opposing Viewpoints),Noel Merino,7,7
Teen Pregnancy (Issues That Concern You),Heidi Williams,4,4
Coping with Teen Parenting,Kay Beyer,2,2
I'm Pregnant. Now What? (Teen Life 411),Cleo Stanley,0,0
Adoption (Opposing Viewpoints),Mary Williams,5,5
Childbirth (Opposing Viewpoints),Christina Fisanick,3,3
Reproductive Rights: Making the Right Choices (Young Woman's Guide to Contemporary Issues),Jennifer Bringle,7,7
Abortion (Global Viewpoints),Noah Berlatsky,5,5
Abortion (Ripped from the Headlines),Bonnie Juettner,2,2
Addiction (Social Issues Firsthand),Wyatt Schaefer,0,0
Affirmative Action (Issues on Trial),Justin Karr,0,0
Freedom Summer (The Civil Rights Movement),David Aretha,5,5
An Unspeakable Crime: The Prosecution and Persecution of Leo Frank,Elaine Marie Alphin,5,5
1968 (New York Times),Michael Kaufman,4,4
"The Force Born of Truth: Mohandas Gandhi and the Salt March, India, 1930 (Civil Rights Struggles Around the World)",Betsy Kuhn,7,7
Genocide: Modern Crimes Against Humanity,Brendan January,5,5
Righting Canada's Wrongs: Japanese Canadian Internment in the Second World War,Pamela Hickman,7,7
Racism in Harper Lee's 'To Kill a Mockingbird' (Social Issues in Literature),Candice Mancini,3,3
The Freedom Rides (Lucent Library of Black History),Anne Wallace Sharp,6,6
Anti-Semitism (Opposing Viewpoints),Noah Berlatsky,5,5
The Trial of the Scottsboro Boys (Civil Rights Movement),David Aretha,5,5
Race Relations (Opposing Viewpoints),Karen Miller,3,3
Race in Ralph Ellison's Invisible Man (Social Issues in Literature),Hayley Mitchell Haugen,0,0
Frederick Douglass: Fugitive Slave and Abolitionist (Essential Lives),Sue Vander Hook,4,4
Social Justice (Opposing Viewpoints Series),William Dudley,5,5
Righting Canada's Wrongs: The Komagata Maru and Canada's Anti-Indian Immigration Policies in the Twentieth Century,Pamela Hickman,7,7
